Name of Issuer,CUSIP,Value,Shares,Ratio
Linear Technology Corp,535678106,12214,206000,0.0031483625241237414
Live Nation,538034109,4993,181700,0.0012870291536720027
Lowes,548661107,38993,540000,0.010051097093757741
MSCI,55354G100,11500,137000,0.002964317097381941
Marriott International,571903202,99128,1472269,0.02555189784602409
Marsh & McLennan,571748102,40989,609500,0.010565599435181598
"Mastercard, Inc",57636Q104,15327,150600,0.003950790274049827
Maxim Integrated Products,57772K101,5111,128000,0.0013174456247581827
McKesson Corp,58155Q103,1517,9100,0.000391032090150296
Mead Johnson Nutrition,582839106,2394,30300,0.000617093489663684
Merck,58933Y105,349,5600,8.99605797379389e-05
Microsoft Corp,594918104,11059,192000,0.0028506419808649467
Monsanto Co,61166W101,40543,396700,0.010450635485144003
Moody's Corp,615369105,31401,290000,0.00809413227607742
NXP Semiconductors NV,N6596X109,3366,33000,0.0008676427260684881
Nike,654106103,16848,320000,0.004342853431016603
Norfolk Southern,655844108,22275,229500,0.0057417533342767595
Novartis AG-Sponsored ADR,66987V109,292,3700,7.526787760308928e-05
Novo-Nordisk A/S,670100205,44709,1075000,0.011524491574508626
Oaktree Capital Group LLC,674001201,28641,675500,0.007382696172705754
Oracle Corp,68389X105,25061,638000,0.006459891371955549
Paccar,693718108,6954,118300,0.0017925096604516537
Parker-Hannifin Corp,701094104,8862,70600,0.0022843285319129355
Patterson Companies Inc.,703395103,7718,168000,0.0019894434223994627
Paychex,704326107,8681,150000,0.0022376727584671853
Penske Automotive Group,70959W103,1494,31000,0.00038510345595553215
Pepsico,713448108,15837,145600,0.004082251293151113
Philip Morris International,718172109,11132,114500,0.0028694589502657186
Praxair Inc.,74005P104,4398,36400,0.0011336579647205022
Priceline Group Inc,741503403,294,200,7.578341101132961e-05
RLI Corporation,749607107,81846,1197272,0.021097173665419335
Ritchie Bros,767744105,3998,114000,0.0010305512830724348
Rockwell Automation Inc,773903109,9763,79800,0.0025165763323252077
"Rollins, Inc.",775711104,10064,343700,0.0025941641102653784
S&P Global,78409V104,18604,147000,0.00479549176345162
SEI Investments Co,784117103,12415,272200,0.0032001736316518955
Schlumberger,806857108,52099,662500,0.013429387517956673
Stericycle Inc,858912108,2484,31000,0.0006402924930344993
Synalloy Corporation,871565107,3945,414804,0.0010168896477540659
T.Rowe Price,74144T108,19551,294000,0.005039596832253419
Texas Instruments Inc,882508104,23159,330000,0.0059696191007189885
The Carlyle Group,14309L102,7053,453000,0.0018180285641595504
The Travelers Companies Inc,89417E109,36083,315000,0.00930099598476805
Unilever PLC ADR,904767704,72408,1527600,0.018664371511933182
Union Pacific,907818108,8251,84600,0.0021268330756955126
United Health Group Inc,91324P102,92820,663000,0.023925905476434067
United Technologies,913017109,11532,113500,0.0029725656319137864
VF Corp,918204108,858,15300,0.0002211638321351048
Verisk Analytics Inc,92345Y106,4470,55000,0.0011522171674171544
Visa,92826C839,72015,870800,0.018563069197213955
W.P. Carey,92936U109,61317,950200,0.01580548099653639
Walgreens Boots Alliance Inc,931427108,172124,2135000,0.04436783617997993
Watsco Inc,942622200,25010,177500,0.006446745270045421
